Comment,Designator,Footprint,LCSC Part #
1uF,"C1,C2",SmartHome:C0805,C28323
330,"R2,R3",SmartHome:R1206,C2078683
TPS7A2033PDBVR,U1,SmartHome:SOT-23-5_L2.9-W1.6-P0.95-LS2.8-BR,C2862740
IRM-01-5,U2,SmartHome:PWRM-TH_L33.7-W22.2_IRM-01-12,C5656515
BX-PM2.0-2-3PUW,U3,SmartHome:HDR-SMD_6P-P2.00-V-F-R2-C3-S6.5,C49326122
MOC3063S-TA1,U4,SmartHome:SMD-6_L7.3-W6.5-P2.54-LS10.2-BL,C77950
